legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1608,casing-colonial-cas255,CAS-255,"2-3/4"" Colonial Casing 255",This is a 2-3/4 Colonial profile Casing. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,3/4 X 2-3/4,0.75,2.75,wood,,"2-3/4"" Casing 255",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-255-3D-colonial-door-window-casing.jpg,262,published,casing-colonial-cas255
1609,casing-two-step-tudor-cas300,CAS-300,"3-1/4"" Casing 300",This is a two-step style casing and is sometimes refered to as tudor casing. Wood Options are 3-1/4″ wide and MDF is 3-1/2″ wide. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,3/4 X 3-1/4,0.75,3.25,wood & MDF,,"3-1/4"" Casing 300",Explore our premium %%title%% 2 Step Tudor Trim for timeless elegance. Exceptional craftsmanship at Royal Wood Shop.,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-300-3D.jpg,267,published,casing-two-step-tudor-cas300
1610,casing-modern-transitional-cas302,CAS-302,Step Bevel Contemporary Door and Window Trim wood and mdf Cas-302,"Modern Transitional Casing Our Modern Transitional Casing is one of our most popular interior trim profiles, combining clean, elegant lines with timeless versatility. Perfect for traditional, transitional, and contemporary homes , this casing enhances doorways and windows with a refined, sophisticated finish that complements virtually any interior design style. Available in premium Poplar, Pine, and Oak , this profile is offered in a 3-1/4"" width and supplied in random lengths. For a smooth, paint-ready option, we also stock 3-1/2"" MDF casing in convenient 7', 8', and 14' lengths . Whether you're building a new home, renovating a room, or upgrading your trim package, our Modern Transitional Casing delivers the perfect balance of style, durability, and value. Visit Royal Wood Shop for competitive pricing and expert advice on interior mouldings, trim, and millwork throughout the GTA and York Region.",trim-mouldings,Casing,3/4 X 3-1/4,0.75,3.25,wood & MDF primed,,"3-1/4"" Casing 302",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-302-3D-modern-transitional-door-window-casing.jpg,494,published,casing-modern-transitional-cas302
1611,casing-symmetrical-heritage-cas305,CAS-305,"3-1/4"" Casing 305",This 3-1/4″ symmetrical casing offers an old farmhouse or heritage design. Usually corner blocks and plinth blocks are used with this style of casing. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,3/4 X 3-1/4,0.75,3.25,wood,,"3-1/4"" Casing 305",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-305-3D.jpg,146,published,casing-symmetrical-heritage-cas305
1612,casing-large-colonial-cas314,CAS-314,Upgraded Traditional Colonial Trim Casing-314 York Region,"Casing 314 is an upgraded colonial-style trim which brings timeless elegance and architectural character to any home with its distinctive curves, stepped details, and refined proportions. Popular in traditional, transitional, and heritage-inspired interiors, this profile adds depth and visual interest around doors, windows, and throughout the room. Its decorative design helps create a more substantial, finished appearance while complementing a wide range of mouldings and millwork. Colonial trim is an excellent choice for homeowners looking to enhance the warmth, craftsmanship, and overall value of their space. It is a popular choice for many homeowners due to its elegant and decorative design. Wood options are 3-1/4′ wide and MDF is 3-1/2″ wide.",trim-mouldings,Casing,3/4 X 3-1/4,0.75,3.25,wood & MDF,,"3-1/4"" Casing 314",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-314-3D-large-colonial-door-window-casing.jpg,232,published,casing-large-colonial-cas314
1613,casing-1867-cas318,CAS-318,"3-1/2"" Casing 1613",This 3-1/2″ 1867 style casing offers an old farmhouse or heritage design. Sometimes corner blocks are used with this style of trim. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,3/4 X 3-1/2,0.75,3.5,wood,,"3-1/2"" Casing 1613",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-318-3D.jpg,70,published,casing-1867-cas318
1614,casing-symmetrical-heritage-cas400,CAS-400,"4"" Casing 400",This 4″ symmetrical casing offers an farmhouse or heritage design. Usually corner blocks and plinth blocks are used with this style of casing. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,"3/4 X 4""",0.75,4.0,wood,,"4"" Casing 400",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-400-3D-symmetrical-door-window-casing.jpg,88,published,casing-symmetrical-heritage-cas400
1615,casing-4-inch-cas445,CAS-445,"4-1/4"" Casing 445",This is a very large and unique casing profile. You would not need a backband with this one. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,1-5/16 X 4-1/4,1.3125,4.25,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-445-3D.jpg,33,published,
1616,casing-colonial-bb-casing,CAS-4642,"3"" Backband Colonial Casing cas-4642 Primed",This is a 3″ builder upgrade colonial casing with a built-ing backband. It comes in primed Finjer Jointed Pine 15′ lengths. You would not need a backband with this one. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,"1-1/16 X 3""",1.0625,3.0,FJ-Pine,,"3"" Casing 4642",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-4642-3D-backband-casing.jpg,288,published,casing-colonial-bb-casing
1618,casing-builder-colonial-cas7705,CAS-7705,"2-3/4"" Casing 7705",This is the current standard 2-3/4 colonial casing seen in most sub-division homes. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band. We do have a 5/8″ offset backband in stock that accomodates this profile.,trim-mouldings,Casing,5/8 X 2-3/4,0.625,2.75,FJ Primed Pine,,"2-3/4"" Casing 7705",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-7705-3D-builder-colonial-casing.jpg,154,published,casing-builder-colonial-cas7705
1619,chair-rail-decorative-moulding-cha106,CHA-106,"1-3/8"" Chair Rail 106",This decorative moulding is coded as a chair rail but usually used for other applications.,trim-mouldings,Decorative,1/2 x 1-3/8,0.5,1.375,wood,,"1-3/8"" Chair Rail 106",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-106-3D.jpg,84,published,chair-rail-decorative-moulding-cha106
1620,chair-rail-decorative-moulding-cha110,CHA-110,"1-5/8"" Chair Rail 110",This decorative moulding is coded as a chair rail but usually used for other applications.,trim-mouldings,Decorative,5/8 x 1-5/8,0.625,1.625,wood,,"1-5/8"" Chair Rail 110",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-110-3D.jpg,86,published,chair-rail-decorative-moulding-cha110
1621,chair-rail-cha202,CHA-202,"2-1/8"" Chair Rail 202",Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.,trim-mouldings,Chair Rail,3/4 x 2-1/8,0.75,2.125,wood,,"2-1/8"" Chair Rail 202",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-202-3D.jpg,84,published,chair-rail-cha202
1622,chair-rail-cha204,CHA-204,"2-1/2"" Chair Rail 204",Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.,trim-mouldings,Chair Rail,13/16 x 2-1/2,0.8125,2.5,wood,,"2-1/2"" Chair Rail 204",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-204-3D-chair-rail.jpg,128,published,chair-rail-cha204
1623,chair-rail-cha209,CHA-209,"2-1/4"" Chair Rail 209",Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.,trim-mouldings,Chair Rail,3/4 x 2-1/4,0.75,2.25,wood,,"2-1/4"" Chair Rail 209",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-209-3D.jpg,113,published,chair-rail-cha209
1624,chair-rail-or-picture-frame-moulding-cha224,CHA-224,"2-1/2"" Chair Rail 224","This chair rail has a 1/4″ rabett to allow for a picture frame, or to frame out a mirror in a bathroom. Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.",trim-mouldings,Chair Rail,1-1/16 x 2-1/2,1.0625,2.5,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-224-3D.jpg,139,published,
1625,chair-rail-large-cha308,CHA-308,"3-1/2"" Chair Rail 308","This Chair rail can handle a larger room or matches well when combined with larger trims such as baseboard, casing and crown moulding. Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.",trim-mouldings,Chair Rail,1-1/16 x 3-1/2,1.0625,3.5,wood,,"3-1/2"" Chair Rail 308",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-308-3D-large-chair-rail.jpg,119,published,chair-rail-large-cha308
1626,chair-rail-cha310,CHA-310,"3-1/4"" Chair Rail 310",Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.,trim-mouldings,Chair Rail,13/16 x 3-1/4,0.8125,3.25,wood,,"3-1/4"" Chair Rail 310",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-310-3D.jpg,105,published,chair-rail-cha310
1627,chair-rail-cha334,CHA-334,"3-1/8"" Chair Rail 334",Chair Rail is applied on the wall parallel to the crown and base. Often it is installed approximately one third the distance up the wall but can range anywhere from 28″ to 36” up the wall or even higher when paneling out a wall for wainscoting. Chair rail offers a traditional colonial look and can separate two wall colours in the room. Its original purpose was to protect the walls from the backs of chairs but is more commonly used for a visual effect.,trim-mouldings,Chair Rail,7/8 x 3-1/8,0.875,3.125,wood,,"3-1/8"" Chair Rail 334",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CHA-334-3D.jpg,114,published,chair-rail-cha334
1629,small-cove-moulding-cov001,COV-001,"1/2"" Cove Mould 001","Cove mould is an inside corner concave in shape and comes in various sizes depending on the application. Larger coves are used as crown or cornice mouldings. Smaller cove moulds are used as inside corners as a guard, or to hide a rough or jagged edge.",trim-mouldings,Cove,1/2 x 1/2,0.5,0.5,wood,,"1/2"" Cove Mould 001",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-001-3d.jpg,169,published,small-cove-moulding-cov001
1630,three-quarter-cove-mould-cov003,COV-003,"3/4"" Cove Mould 003","Cove mould is an inside corner concave in shape and comes in various sizes depending on the application. Larger coves are used as crown or cornice mouldings. Smaller cove moulds are used as inside corners as a guard, or to hide a rough or jagged edge.",trim-mouldings,Cove,3/4 x 3/4,0.75,0.75,wood,,"3/4"" Cove Mould 003",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-003-3D-cove-moulding.jpg,180,published,three-quarter-cove-mould-cov003
1631,cove-moulding-cov103,COV-103,"1-1/16"" Cove Mould 103","Cove mould is an inside corner concave in shape and comes in various sizes depending on the application. Larger coves are used as crown or cornice mouldings. Smaller cove moulds are used as inside corners as a guard, or to hide a rough or jagged edge.",trim-mouldings,Cove,1-1/16 x 1-1/16,1.0625,1.0625,wood,,"1-1/16"" Cove Mould 103",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-103-3d-cove-moulding.jpg,168,published,cove-moulding-cov103
1632,decorative-cove-moulding-cov221,COV-221,"2-1/4"" Cove Mould 221","Rise 1-5/8 Run 1-5/8 Cove mould is an inside corner concave in shape and comes in various sizes depending on the application. Larger coves are used as crown or cornice mouldings. Smaller cove moulds are used as inside corners as a guard, or to hide a rough or jagged edge.",trim-mouldings,Cove,11/16 x 2-1/4,0.6875,2.25,wood,,"2-1/4"" Cove Mould 221",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-221-3D.jpg,222,published,decorative-cove-moulding-cov221
1633,four-inch-cove-crown-moulding-cov401,COV-401,"4-1/4"" Cove Mould 401","Rise 3-1/2 Run 2-1/2 This cove moulding is more often used as a crown moulding, or used in fireplace mantels. The rise does not equal the run with this one. Cove mould is an inside corner concave in shape and comes in various sizes depending on the application. Larger coves are used as crown or cornice mouldings. Smaller cove moulds are used as inside corners as a guard, or to hide a rough or jagged edge.",trim-mouldings,Crown,"1"" x 4-1/4",1.0,4.25,wood,,"4-1/4"" Cove Mould 401",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-401-3D.jpg,346,published,four-inch-cove-crown-moulding-cov401
1634,crown-moulding-cov509,COV-509,"5-1/4"" Cove Mould 509","Rise 4 Run 3-1/4 This crown moulding is plain and modern with crisp sharp lines. It has a symettrical profile witch makes installation easier. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,11/16 x 5-1/4,0.6875,5.25,wood,,"5-1/4"" Cove Mould 509",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-509-3D.jpg,442,published,crown-moulding-cov509
1635,cove-crown-moulding-cov514,COV-514,"5-1/4"" Cove Mould 514","Rise 3-3/4 Run 3-3/4 This crown moulding has a nice deep cut out and is simple in design. It will compliment both modern and classical designs in your home. It is in stock in primed MDF only. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,1-3/16 x 5-1/4,1.1875,5.25,MDF,,"5-1/4"" Cove Mould 514",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/cov-514-3d-cove-crown-moulding.jpg,462,published,cove-crown-moulding-cov514
1636,cove-crown-moulding-cov604,COV-604,"6"" Cove Crown 604","This crown moulding has a nice deep cut out and is simple in design. It will compliment both modern and classical designs in your home. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,"1-5/8 x 6""",1.625,6.0,wood & Mdf,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/COV-604-3D.jpg,215,published,
1637,symmetrical-crown-moulding-mdf-cov41,CRO-41,"6-3/8"" Crown 41","Rise 4 Run 4-3/4 This MDF symmetrical crown can handle taller ceiling heights and has a nice deep cut profile with minimal details on the outer edges. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,"1"" x 6-3/8",1.0,6.375,MDF,,"6-3/8"" Crown 41",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-41-3D-symmetrical-crown-moulding.jpg,218,published,symmetrical-crown-moulding-mdf-cov41
1638,small-crown-moulding-cro-202,CRO-202,"2-1/4"" Crown 202","Rise 1-9/16 Run 1-9/16 This small colonial crown moulding is usually used as crown on cabinetry, wall units, and in other decorative millwork applications. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,11/16 x 2-1/4,0.6875,2.25,wood,,"2-1/4"" Crown 202",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-202-3d.jpg,243,published,small-crown-moulding-cro-202
1639,crown-moulding-cro300,CRO-300,"3-1/2"" Crown 300","Rise 2-1/2 Run 2-1/2 This small crown moulding is usually used as crown on cabinetry, wall units, and in other decorative millwork applications. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,3/4 x 3-1/2,0.75,3.5,wood,,"3-1/2"" Crown 300",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-300-3D.jpg,193,published,crown-moulding-cro300
1640,crown-moulding-cro301,CRO-301,"3-7/8"" Crown 301","This small crown moulding is usually used as crown on cabinetry, wall units, and in other decorative millwork applications. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,11/16 x 3-7/8,0.6875,3.875,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-301-3D.jpg,86,published,
1641,small-crown-moulding-cro-302,CRO-302,"3-1/4"" Crown 302","Rise 2-1/4 Run 2-1/4 This is a small colonial style crown, often used as a decorative moulding in millwork projects and cabinetry. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,3/4 x 3-1/4,0.75,3.25,wood,,"3-1/4"" Crown 302",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-302-3d-small-crown-moulding.jpg,245,published,small-crown-moulding-cro-302
1642,crown-moulding-cro-317,CRO-317,"3-5/8"" Cabinet Crown 317","This crown is designed sit on top of a cabinet because it allows for the thickness of the cabinet door so the profile is flush with the cabinet door. This crown is often called a “cabinet crown”. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,13/16 x 3-5/8,0.8125,3.625,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-317-3D.jpg,121,published,
1643,colonial-crown-moulding-cro400,CRO-400,"4-1/4"" Classic Colonial Crown Moulding cro-400","Wood 11/16 x 4-1/4"" x 16' primed and random lengths in Pine, Oak, Maple, and Poplar with rise 3"" and run 3"" MDF 5/8 x 4-1/8"" x 14' primed with rise 2-7/8"" and run 3"" A very popular trim due to its simple and elegant profile. Crown molding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown molding is also referred to as cornice or, cove molding.",trim-mouldings,Crown,11/16 x 4-1/4,0.6875,4.25,"wood 11/16"" thick & MDF 5/8"" thick",,"4-1/4"" Crown 400",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-400-3D-four-inch-colonial-crown-moulding.jpg,481,published,colonial-crown-moulding-cro400
1644,crown-moulding-cro-402,CRO-402,"4-15/16"" Crown 402","Rise 3-1/2 Run 3-1/2 Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,13/16 x 4-15/16,0.8125,4.9375,wood,,"4-15/16"" Crown 402",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-402-3D.jpg,123,published,crown-moulding-cro-402
1645,five-inch-crown-moulding-cro500,CRO-500,"5-1/4"" Crown Moulding cro-500 primed","Wood Rise 3-3/4 Run 3-3/4 MDF Rise 3-11/16 Run 3-11/16 Crown 500 is a classic and popular profile due to its simple and elegant look. It is available in stock in FJ Primed Poplar, Primed MDF, Solid Poplar, Oak, and Maple. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,3/4 x 5-1/4,0.75,5.25,wood & MDF,,"5-1/4"" Crown 500",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-500-3d-five-inch-crown-moulding.jpg,493,published,five-inch-crown-moulding-cro500
1646,crown-moulding-cro501,CRO-501,"5-1/4"" Crown 501","Rise 3-3/4 Run 3-3/4 This symmetrical crown moulding has clean sharp lines at the outer edges. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,3/4 x 5-1/4,0.75,5.25,wood,,"5-1/4"" Crown 501",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-501-3D.jpg,276,published,crown-moulding-cro501
1647,crown-moulding-cro511,CRO-511,"5-1/4"" Decorative Crown Moulding 511","Rise 3-5/8 Run 3-5/8 Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,13/16 x 5-1/4,0.8125,5.25,wood,,"5-1/4"" Crown 511",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-511-3D.jpg,292,published,crown-moulding-cro511
1648,crown-moulding-cro702,CRO-702,7-1/4 CRO-702,Wood Rise 5-1/8 Run 5-1/8 MDF Rise 5-1/4 Run 4-3/4 This Classic elegant yet simple crown is ideal for high ceilings. It’s 7-1/4″ wide face will command a presence in your room. Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice molding when made from multiple pieces.,trim-mouldings,Crown,"3/4 x 7-1/4 or 7\\\""",,,wood and mdf,,7-1/4 CRO-702,,https://www.royalwoodshop.com/wp-content/uploads/2022/04/CRO-702-3d-1.jpg,413,published,crown-moulding-cro702
1649,crown-moulding-cro712,CRO-712,"4-1/2"" Crown 712","Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,5/8 x 4-1/2,0.625,4.5,MDF,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CRO-712-3D.jpg,105,published,
1650,crown-moulding-cro6969,CRO-6969,5-7/8,"Crown moulding is applied where the ceiling and wall meet to offer a dramatic and elegant look to a room. Crown moulding is also referred to as cornice moulding, cove moulding and bed mould.",trim-mouldings,Crown,3/4 x 5-7/8,0.75,5.875,MDF,,,,https://www.royalwoodshop.com/wp-content/uploads/2021/02/CRO-6969-3D.jpg,150,published,
1652,symmetrical-decorative-moulding-dec005,DEC-005,"3/4"" Decorative Mould 005",This symmetrical decorative moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,3/8 X 3/4,0.375,0.75,wood,,"3/4"" Decorative Mould 005",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-005-3D.jpg,184,published,symmetrical-decorative-moulding-dec005
1653,decorative-moulding-dec006,DEC-006,"3/4"" Decorative Mould 006",Decorative mouldings are used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,7/16 X 3/4,0.4375,0.75,wood,,"3/4"" Decorative Mould 006",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-006-3D-decorative-moulding.jpg,119,published,decorative-moulding-dec006
1654,inset-decorative-panel-moulding-dec007,DEC-007,"7/8"" Decorative Mould 007",Decorative mouldings are used for various decorative applications in all aspects of millwork. This one is often used as an inset panel moulding.,trim-mouldings,Decorative,1/2 X 7/8,0.5,0.875,wood,,"7/8"" Decorative Mould 007",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-007-3D-inset-panel-moulding.jpg,123,published,inset-decorative-panel-moulding-dec007
1655,decorative-moulding-dec022,DEC-022,"11/16"" Decorative Mould 022",Decorative mouldings are used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,3/8 X 11/16,0.375,0.6875,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-022-3d.jpg,44,published,
1656,decorative-moulding-dec065,DEC-065,"7/8"" Decorative Mould 065",Decorative mouldings are used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,1/2 X 7/8,0.5,0.875,wood,,"7/8"" Decorative Mould 065",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-065-3D.jpg,64,published,decorative-moulding-dec065
1657,transitional-decorative-moulding-dec066,DEC-066,"11/16"" Decorative Mould 066",This modern transitional decorative mouldings can be used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,7/16 X 11/16,0.4375,0.6875,wood,,"11/16"" Decorative Mould 066",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-066-3D-transitional-decorative-moulding.jpg,116,published,transitional-decorative-moulding-dec066
1658,symmetrical-decorative-moulding-de102,DEC-102,"1-1/4"" Decorative Mould 102",This symmetrical decorative moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,5/8 X 1-1/4,0.625,1.25,wood,,"1-1/4"" Decorative Mould 102",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-102-3D.jpg,105,published,symmetrical-decorative-moulding-de102
1659,decorative-moulding-dec103,DEC-103,"1-1/16"" Decorative Mould 103",Decorative mouldings are used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,7/16 X 1-1/16,0.4375,1.0625,wood,,"1-1/16"" Decorative Mould 103",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-103-3D.jpg,124,published,decorative-moulding-dec103
1660,symmetrical-decorative-moulding-dec105,DEC-105,"1-5/8"" Decorative Mould 105",This symmetrical decorative moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,3/4 X 1-5/8,0.75,1.625,wood,,"1-5/8"" Decorative Mould 105",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-105-3D-symmetrical-decorative-moulding.jpg,81,published,symmetrical-decorative-moulding-dec105
1661,transitional-decorative-moulding-dec194,DEC-194,"1-1/8"" Decorative Mould 194",This modern transitional decorative mouldings can be used for various decorative applications in all aspects of millwork.,trim-mouldings,Decorative,1/2 X 1-1/8,0.5,1.125,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/DEC-194-3D-transitional-inset-panel-mould.jpg,30,published,
1662,half-round-moulding-hal001,HAL-001,"3/4"" Half Round 001",This decorative half round moulding is used for various decorative applications in all aspects of millwork.,trim-mouldings,Half Round,3/8 X 3/4,0.375,0.75,wood,,"3/4"" Half Round 001",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/HAL-001-3d.jpg,81,published,half-round-moulding-hal001
